
$GPRMC,163433.291,V,,,,,0.00,0.00,160318,,,N*4A

$GPRMC,163440.291,V,,,,,0.00,0.00,160318,,,N*4E

$GPRMC,163447.291,V,,,,,0.00,0.00,160318,,,N*49

$GPRMC,163454.291,V,,,,,0.00,0.00,160318,,,N*4B

$GPRMC,163501.291,V,,,,,0.00,0.00,160318,,,N*4A

$GPRMC,163508.291,V,,,,,0.00,0.00,160318,,,N*43

$GPRMC,163515.290,V,,,,,0.00,225.64,160318,,,N*49

$GPRMC,163522.290,V,,,,,0.02,45.65,160318,,,N*7A

$GPRMC,163529.290,V,,,,,0.05,46.37,160318,,,N*72

$GPRMC,163536.290,V,,,,,0.04,307.83,160318,,,N*44

$GPRMC,163543.290,V,,,,,0.13,50.05,160318,,,N*7F

$GPRMC,163550.290,V,,,,,0.10,50.16,160318,,,N*7C

$GPRMC,163557.291,V,,,,,0.08,31.25,160318,,,N*74

$GPRMC,163605.291,V,,,,,0.06,351.70,160318,,,N*4B

$GPRMC,163612.290,V,,,,,0.48,219.45,160318,,,N*4D

$GPRMC,163619.290,V,,,,,0.50,181.04,160318,,,N*48

$GPRMC,163626.290,V,,,,,0.64,204.31,160318,,,N*4B

$GPRMC,163633.290,V,,,,,0.70,205.32,160318,,,N*48

$GPRMC,163640.290,V,,,,,0.99,205.63,160318,,,N*4F

$GPRMC,163647.290,V,,,,,0.72,202.70,160318,,,N*48

$GPRMC,163654.290,V,,,,,0.74,188.05,160318,,,N*4F

$GPRMC,163701.290,V,,,,,1.27,173.14,160318,,,N*4D

$GPRMC,163708.290,V,,,,,1.18,179.83,160318,,,N*4C

$GPRMC,163715.290,V,,,,,1.03,178.59,160318,,,N*4C

$GPRMC,163723.290,V,,,,,0.48,177.32,160318,,,N*45

$GPRMC,163730.290,V,,,,,0.20,42.58,160318,,,N*72

$GPRMC,163737.290,V,,,,,0.20,342.21,160318,,,N*48

$GPRMC,163744.290,V,,,,,0.12,314.96,160318,,,N*42

$GPRMC,163751.290,V,,,,,0.38,278.18,160318,,,N*43

$GPRMC,163758.290,V,,,,,0.43,252.48,160318,,,N*4B

$GPRMC,163805.290,V,,,,,0.29,239.93,160318,,,N*4B

$GPRMC,163812.290,V,,,,,0.22,36.80,160318,,,N*79

$GPRMC,163819.290,V,,,,,0.49,17.76,160318,,,N*75

$GPRMC,163826.290,V,,,,,0.32,38.79,160318,,,N*77

$GPRMC,163833.290,V,,,,,0.42,12.04,160318,,,N*76

$GPRMC,163840.290,V,,,,,0.54,335.55,160318,,,N*47

$GPRMC,163847.290,V,,,,,0.99,340.50,160318,,,N*46

$GPRMC,163854.290,V,,,,,1.07,330.97,160318,,,N*4E

$GPRMC,163901.290,V,,,,,1.33,324.61,160318,,,N*44

$GPRMC,163908.290,V,,,,,1.68,328.29,160318,,,N*43

$GPRMC,163915.290,V,,,,,1.49,324.26,160318,,,N*4F

$GPRMC,163924.000,V,,,,,2.14,352.75,160318,,,N*4A

$GPRMC,163931.000,V,,,,,1.44,65.47,160318,,,N*7E

$GPRMC,163938.000,V,,,,,1.61,40.14,160318,,,N*71

$GPRMC,163945.000,V,,,,,1.32,31.58,160318,,,N*73

$GPRMC,163952.000,V,,,,,1.31,16.67,160318,,,N*7F

$GPRMC,163959.000,V,,,,,0.90,43.83,160318,,,N*74

$GPRMC,164006.000,V,,,,,0.46,353.64,160318,,,N*40

$GPRMC,164013.000,V,,,,,0.46,87.90,160318,,,N*75

$GPRMC,164020.000,V,,,,,0.41,205.27,160318,,,N*46

$GPRMC,164028.000,V,,,,,1.52,160.21,160318,,,N*4B

$GPRMC,164035.000,V,,,,,0.21,277.95,160318,,,N*48

$GPRMC,164042.000,V,,,,,0.28,290.16,160318,,,N*43

$GPRMC,164049.000,V,,,,,0.39,180.51,160318,,,N*49

$GPRMC,164056.000,V,,,,,0.76,186.55,160318,,,N*4E

$GPRMC,164103.000,V,,,,,0.93,187.34,160318,,,N*42

$GPRMC,164110.000,V,,,,,0.40,149.64,160318,,,N*49

$GPRMC,164117.000,V,,,,,0.18,23.68,160318,,,N*72

$GPRMC,164124.000,V,,,,,0.45,337.58,160318,,,N*4F

$GPRMC,164131.000,V,,,,,0.30,307.33,160318,,,N*47

$GPRMC,164138.000,V,,,,,0.28,317.69,160318,,,N*49

$GPRMC,164145.000,V,,,,,0.74,211.09,160318,,,N*4B

$GPRMC,164152.000,V,,,,,0.65,313.24,160318,,,N*41

$GPRMC,164159.000,V,,,,,0.23,207.17,160318,,,N*4C

$GPRMC,164206.000,V,,,,,0.39,291.76,160318,,,N*46

$GPRMC,164213.000,V,,,,,0.40,224.07,160318,,,N*44

$GPRMC,164220.000,V,,,,,0.25,310.01,160318,,,N*47

$GPRMC,164227.000,V,,,,,0.38,154.21,160318,,,N*4C

$GPRMC,164234.000,V,,,,,0.50,192.09,160318,,,N*40

$GPRMC,164241.000,V,,,,,0.84,167.48,160318,,,N*44

$GPRMC,164248.000,V,,,,,0.70,193.87,160318,,,N*4E

$GPRMC,164255.000,A,3732.7410,N,12216.5204,W,0.38,352.82,160318,,,A*77

$GPRMC,164302.000,A,3732.7405,N,12216.5153,W,0.33,220.16,160318,,,A*73

$GPRMC,164309.000,A,3732.7394,N,12216.5164,W,0.21,278.03,160318,,,A*79

$GPRMC,164316.000,A,3732.7386,N,12216.5176,W,0.69,274.34,160318,,,A*73

$GPRMC,164323.000,A,3732.7371,N,12216.5207,W,0.20,289.90,160318,,,A*79

$GPRMC,164330.000,A,3732.7373,N,12216.5208,W,0.19,246.80,160318,,,A*7E

$GPRMC,164337.000,A,3732.7374,N,12216.5214,W,0.24,155.42,160318,,,A*72

$GPRMC,164344.000,A,3732.7371,N,12216.5215,W,0.40,276.10,160318,,,A*75

$GPRMC,164351.000,A,3732.7359,N,12216.5230,W,0.29,182.95,160318,,,A*76

$GPRMC,164358.000,A,3732.7353,N,12216.5235,W,0.30,180.36,160318,,,A*73

$GPRMC,164405.000,A,3732.7347,N,12216.5239,W,0.28,187.92,160318,,,A*75

$GPRMC,164412.000,A,3732.7342,N,12216.5239,W,0.25,256.24,160318,,,A*79

$GPRMC,164419.000,A,3732.7341,N,12216.5240,W,0.31,92.50,160318,,,A*43

$GPRMC,164426.000,A,3732.7338,N,12216.5238,W,0.21,251.28,160318,,,A*7D

$GPRMC,164433.000,A,3732.7340,N,12216.5237,W,0.19,87.68,160318,,,A*4F

$GPRMC,164440.000,A,3732.7343,N,12216.5232,W,0.64,77.48,160318,,,A*4A

$GPRMC,164447.000,A,3732.7347,N,12216.5234,W,0.27,278.55,160318,,,A*79

$GPRMC,164455.000,A,3732.7349,N,12216.5237,W,0.17,224.37,160318,,,A*79

$GPRMC,164502.000,A,3732.7346,N,12216.5237,W,0.57,142.16,160318,,,A*71

$GPRMC,164509.000,A,3732.7342,N,12216.5240,W,0.31,147.18,160318,,,A*75

$GPRMC,164516.000,A,3732.7355,N,12216.5240,W,0.33,115.43,160318,,,A*76

$GPRMC,164523.000,A,3732.7355,N,12216.5242,W,0.21,265.05,160318,,,A*77

$GPRMC,164530.000,A,3732.7368,N,12216.5269,W,0.27,204.68,160318,,,A*78

$GPRMC,164537.000,A,3732.7375,N,12216.5270,W,0.17,63.08,160318,,,A*4D

$GPRMC,164544.000,A,3732.7380,N,12216.5277,W,0.22,325.09,160318,,,A*72

$GPRMC,164551.000,A,3732.7377,N,12216.5279,W,0.43,50.40,160318,,,A*4B

$GPRMC,164558.000,A,3732.7378,N,12216.5267,W,0.15,242.86,160318,,,A*7A

$GPRMC,164605.000,A,3732.7376,N,12216.5269,W,0.29,255.33,160318,,,A*76

$GPRMC,164612.000,A,3732.7377,N,12216.5273,W,0.27,200.29,160318,,,A*7F

$GPRMC,164619.000,A,3732.7377,N,12216.5277,W,0.38,290.41,160318,,,A*79

$GPRMC,164626.000,A,3732.7371,N,12216.5270,W,0.47,240.65,160318,,,A*77

$GPRMC,164633.000,A,3732.7375,N,12216.5267,W,0.29,231.85,160318,,,A*71

$GPRMC,164640.000,A,3732.7367,N,12216.5262,W,0.38,246.77,160318,,,A*7E

$GPRMC,164647.000,A,3732.7366,N,12216.5266,W,0.42,277.02,160318,,,A*71

$GPRMC,164654.000,A,3732.7370,N,12216.5269,W,0.52,270.85,160318,,,A*72

$GPRMC,164701.000,A,3732.7365,N,12216.5270,W,0.61,191.00,160318,,,A*7E

$GPRMC,164708.000,A,3732.7342,N,12216.5261,W,1.04,171.78,160318,,,A*71

$GPRMC,164715.000,A,3732.7341,N,12216.5263,W,0.40,235.99,160318,,,A*71

$GPRMC,164722.000,A,3732.7345,N,12216.5269,W,0.45,219.04,160318,,,A*74

$GPRMC,164729.000,A,3732.7355,N,12216.5262,W,0.56,55.58,160318,,,A*44

$GPRMC,164736.000,A,3732.7358,N,12216.5257,W,0.69,210.49,160318,,,A*7E

$GPRMC,164743.000,A,3732.7356,N,12216.5251,W,0.09,121.93,160318,,,A*74

$GPRMC,164750.000,A,3732.7358,N,12216.5251,W,0.54,315.78,160318,,,A*70

$GPRMC,164757.000,A,3732.7364,N,12216.5247,W,1.05,358.23,160318,,,A*7D

