
$GPRMC,160319.819,V,,,,,0.03,338.56,140318,,,N*46

$GPRMC,160326.819,V,,,,,0.14,113.07,140318,,,N*43

$GPRMC,160334.000,A,3732.7411,N,12216.5187,W,0.52,235.11,140318,,,A*78

$GPRMC,160341.000,A,3732.7395,N,12216.5233,W,0.11,107.19,140318,,,A*70

$GPRMC,160348.000,A,3732.7390,N,12216.5201,W,0.48,29.22,140318,,,A*44

$GPRMC,160355.000,A,3732.7389,N,12216.5184,W,0.57,53.27,140318,,,A*48

$GPRMC,160402.000,A,3732.7397,N,12216.5164,W,0.47,12.06,140318,,,A*4B

$GPRMC,160409.000,A,3732.7401,N,12216.5167,W,0.30,343.28,140318,,,A*70

$GPRMC,160416.000,A,3732.7399,N,12216.5167,W,0.26,160.50,140318,,,A*73

$GPRMC,160423.000,A,3732.7394,N,12216.5166,W,0.44,186.91,140318,,,A*78

$GPRMC,160430.000,A,3732.7351,N,12216.5170,W,0.78,344.39,140318,,,A*75

$GPRMC,160437.000,A,3732.7344,N,12216.5166,W,0.69,299.09,140318,,,A*73

$GPRMC,160444.000,A,3732.7341,N,12216.5168,W,0.51,346.35,140318,,,A*7B

$GPRMC,160451.000,A,3732.7362,N,12216.5180,W,0.44,339.13,140318,,,A*70

$GPRMC,160458.000,A,3732.7380,N,12216.5190,W,0.39,295.46,140318,,,A*79

$GPRMC,160505.000,A,3732.7418,N,12216.5215,W,0.30,339.18,140318,,,A*7D

$GPRMC,160512.000,A,3732.7415,N,12216.5203,W,0.56,163.57,140318,,,A*77

$GPRMC,160519.000,A,3732.7438,N,12216.5207,W,0.15,309.50,140318,,,A*79

$GPRMC,160526.000,A,3732.7439,N,12216.5211,W,0.19,220.38,140318,,,A*7B

$GPRMC,160533.000,A,3732.7435,N,12216.5213,W,0.21,192.82,140318,,,A*71

$GPRMC,160540.000,A,3732.7427,N,12216.5212,W,0.30,51.50,140318,,,A*46

$GPRMC,160547.000,A,3732.7429,N,12216.5215,W,0.26,303.32,140318,,,A*7F

$GPRMC,160554.000,A,3732.7428,N,12216.5216,W,0.63,19.59,140318,,,A*4B

$GPRMC,160601.000,A,3732.7419,N,12216.5219,W,0.63,175.30,140318,,,A*71

$GPRMC,160608.000,A,3732.7418,N,12216.5219,W,0.24,328.83,140318,,,A*78

$GPRMC,160615.000,A,3732.7417,N,12216.5223,W,0.32,283.30,140318,,,A*7D

$GPRMC,160623.000,A,3732.7428,N,12216.5211,W,0.50,120.41,140318,,,A*7D

$GPRMC,160630.000,A,3732.7427,N,12216.5210,W,0.14,289.41,140318,,,A*71

$GPRMC,160637.000,A,3732.7428,N,12216.5210,W,0.58,115.18,140318,,,A*7B

$GPRMC,160644.000,A,3732.7431,N,12216.5204,W,0.22,280.57,140318,,,A*7B

$GPRMC,160651.000,A,3732.7432,N,12216.5205,W,0.47,236.46,140318,,,A*73

$GPRMC,160658.000,A,3732.7430,N,12216.5209,W,0.22,292.83,140318,,,A*70

$GPRMC,160705.000,A,3732.7430,N,12216.5212,W,0.13,196.08,140318,,,A*75

$GPRMC,160712.000,A,3732.7428,N,12216.5212,W,0.12,133.97,140318,,,A*72

$GPRMC,160719.000,A,3732.7428,N,12216.5207,W,0.22,61.47,140318,,,A*45

$GPRMC,160726.000,A,3732.7429,N,12216.5205,W,0.20,82.05,140318,,,A*43

$GPRMC,160733.000,A,3732.7430,N,12216.5199,W,0.15,96.24,140318,,,A*49

$GPRMC,160740.000,A,3732.7429,N,12216.5202,W,0.71,187.25,140318,,,A*76

$GPRMC,160747.000,A,3732.7430,N,12216.5205,W,0.47,280.56,140318,,,A*7B

$GPRMC,160754.000,A,3732.7435,N,12216.5213,W,0.15,352.45,140318,,,A*70

$GPRMC,160801.000,A,3732.7437,N,12216.5216,W,0.13,251.22,140318,,,A*7D

$GPRMC,160808.000,A,3732.7438,N,12216.5215,W,0.09,151.52,140318,,,A*77

$GPRMC,160815.000,A,3732.7439,N,12216.5213,W,0.22,49.24,140318,,,A*4C

$GPRMC,160823.000,A,3732.7439,N,12216.5209,W,0.06,102.10,140318,,,A*7D

$GPRMC,160830.000,A,3732.7441,N,12216.5212,W,0.08,243.64,140318,,,A*71

$GPRMC,160837.000,A,3732.7441,N,12216.5215,W,0.12,324.49,140318,,,A*75

$GPRMC,160844.000,A,3732.7443,N,12216.5214,W,0.13,44.05,140318,,,A*4E

$GPRMC,160851.000,A,3732.7445,N,12216.5215,W,0.10,333.87,140318,,,A*77

$GPRMC,160858.000,A,3732.7447,N,12216.5216,W,0.08,109.03,140318,,,A*71

$GPRMC,160905.000,A,3732.7448,N,12216.5218,W,0.15,22.16,140318,,,A*49

$GPRMC,160912.000,A,3732.7450,N,12216.5216,W,0.10,94.00,140318,,,A*47

$GPRMC,160919.000,A,3732.7454,N,12216.5219,W,0.33,318.14,140318,,,A*74

$GPRMC,160926.000,A,3732.7457,N,12216.5223,W,0.12,78.77,140318,,,A*41

$GPRMC,160933.000,A,3732.7458,N,12216.5222,W,0.21,320.55,140318,,,A*75

$GPRMC,160940.000,A,3732.7460,N,12216.5223,W,0.13,62.33,140318,,,A*4F

$GPRMC,160947.000,A,3732.7465,N,12216.5222,W,0.49,20.73,140318,,,A*41

$GPRMC,160959.000,A,3732.7438,N,12216.5284,W,1.26,257.74,140318,,,A*77

$GPRMC,161006.000,A,3732.7390,N,12216.5309,W,1.60,229.95,140318,,,A*70

$GPRMC,161013.000,A,3732.7385,N,12216.5307,W,0.18,94.63,140318,,,A*4D

$GPRMC,161020.000,A,3732.7380,N,12216.5304,W,0.07,104.32,140318,,,A*79

$GPRMC,161027.000,A,3732.7377,N,12216.5319,W,1.42,281.34,140318,,,A*72

$GPRMC,161034.000,A,3732.7391,N,12216.5347,W,0.88,341.86,140318,,,A*70

$GPRMC,161041.000,A,3732.7391,N,12216.5345,W,0.03,217.66,140318,,,A*7F

$GPRMC,161048.000,A,3732.7391,N,12216.5354,W,0.09,269.90,140318,,,A*7C

$GPRMC,161055.000,A,3732.7390,N,12216.5358,W,0.35,281.94,140318,,,A*70

$GPRMC,161102.000,A,3732.7388,N,12216.5363,W,0.40,182.99,140318,,,A*7D

$GPRMC,161109.000,A,3732.7382,N,12216.5360,W,0.37,146.36,140318,,,A*72

$GPRMC,161116.000,A,3732.7384,N,12216.5381,W,5.37,283.77,140318,,,A*7F

$GPRMC,161123.000,A,3732.7475,N,12216.5598,W,7.05,307.78,140318,,,A*7F

$GPRMC,161130.000,A,3732.7637,N,12216.5605,W,13.22,24.53,140318,,,A*75

$GPRMC,161137.000,A,3732.7991,N,12216.5364,W,22.37,30.74,140318,,,A*75

$GPRMC,161144.000,A,3732.8489,N,12216.5147,W,25.84,10.46,140318,,,A*75

$GPRMC,161151.000,A,3732.9004,N,12216.5230,W,27.31,338.53,140318,,,A*43

$GPRMC,161158.000,A,3732.9449,N,12216.5703,W,30.27,311.30,140318,,,A*4D

$GPRMC,161205.000,A,3732.9789,N,12216.6283,W,29.19,308.60,140318,,,A*4F

$GPRMC,161212.000,A,3733.0104,N,12216.6827,W,26.55,306.45,140318,,,A*48

$GPRMC,161219.000,A,3733.0439,N,12216.7289,W,24.81,322.68,140318,,,A*45

$GPRMC,161226.000,A,3733.0822,N,12216.7419,W,17.85,354.40,140318,,,A*4F

$GPRMC,161233.000,A,3733.0962,N,12216.7420,W,7.19,319.39,140318,,,A*77

$GPRMC,161240.000,A,3733.1075,N,12216.7830,W,22.39,297.06,140318,,,A*4E

$GPRMC,161247.000,A,3733.1252,N,12216.8154,W,10.84,311.75,140318,,,A*46

$GPRMC,161254.000,A,3733.1243,N,12216.8121,W,0.04,316.92,140318,,,A*71

$GPRMC,161301.000,A,3733.1246,N,12216.8113,W,0.06,316.92,140318,,,A*76

$GPRMC,161308.000,A,3733.1241,N,12216.8107,W,0.00,316.92,140318,,,A*7B

$GPRMC,161315.000,A,3733.1240,N,12216.8104,W,0.00,316.92,140318,,,A*75

$GPRMC,161322.000,A,3733.1240,N,12216.8104,W,0.00,316.92,140318,,,A*71

$GPRMC,161329.000,A,3733.1240,N,12216.8104,W,0.00,316.92,140318,,,A*7A

$GPRMC,161336.000,A,3733.1240,N,12216.8104,W,0.00,316.92,140318,,,A*74

$GPRMC,161343.000,A,3733.1253,N,12216.8123,W,5.85,301.60,140318,,,A*72

$GPRMC,161350.000,A,3733.1201,N,12216.8434,W,18.70,221.90,140318,,,A*4E

$GPRMC,161357.000,A,3733.0756,N,12216.8875,W,29.90,218.93,140318,,,A*43

$GPRMC,161404.000,A,3733.0220,N,12216.9372,W,33.14,218.52,140318,,,A*41

$GPRMC,161411.000,A,3732.9687,N,12216.9875,W,33.92,214.00,140318,,,A*4D

$GPRMC,161418.000,A,3732.9075,N,12217.0194,W,33.54,197.56,140318,,,A*40

$GPRMC,161425.000,A,3732.8584,N,12217.0382,W,17.19,194.92,140318,,,A*45

$GPRMC,161432.000,A,3732.8535,N,12217.0383,W,0.04,182.10,140318,,,A*7F

$GPRMC,161439.000,A,3732.8534,N,12217.0381,W,0.02,182.10,140318,,,A*71

$GPRMC,161446.000,A,3732.8530,N,12217.0381,W,0.04,182.10,140318,,,A*7B

$GPRMC,161453.000,A,3732.8526,N,12217.0378,W,0.00,182.10,140318,,,A*7A

$GPRMC,161500.000,A,3732.8525,N,12217.0380,W,0.00,182.10,140318,,,A*79

$GPRMC,161507.000,A,3732.8526,N,12217.0381,W,0.19,182.10,140318,,,A*74

$GPRMC,161514.000,A,3732.8528,N,12217.0382,W,0.00,182.10,140318,,,A*73

$GPRMC,161521.000,A,3732.8528,N,12217.0382,W,0.17,182.10,140318,,,A*73

$GPRMC,161528.000,A,3732.8534,N,12217.0384,W,0.00,182.10,140318,,,A*77

$GPRMC,161535.000,A,3732.8534,N,12217.0383,W,0.00,182.10,140318,,,A*7C

$GPRMC,161542.000,A,3732.8535,N,12217.0384,W,0.19,182.10,140318,,,A*72

$GPRMC,161549.000,A,3732.8509,N,12217.0402,W,8.34,206.96,140318,,,A*79

$GPRMC,161556.000,A,3732.8225,N,12217.0556,W,14.66,202.79,140318,,,A*41

$GPRMC,161603.000,A,3732.7948,N,12217.0876,W,22.29,232.99,140318,,,A*41

$GPRMC,161610.000,A,3732.7681,N,12217.1339,W,21.84,234.64,140318,,,A*48

$GPRMC,161617.000,A,3732.7419,N,12217.1762,W,20.21,232.26,140318,,,A*48

$GPRMC,161624.000,A,3732.7142,N,12217.2217,W,24.82,234.39,140318,,,A*42

$GPRMC,161631.000,A,3732.6914,N,12217.2595,W,14.88,233.45,140318,,,A*44

$GPRMC,161638.000,A,3732.6828,N,12217.2724,W,2.67,224.75,140318,,,A*78

$GPRMC,161645.000,A,3732.6730,N,12217.2883,W,16.84,237.39,140318,,,A*44

$GPRMC,161652.000,A,3732.6437,N,12217.3394,W,29.40,235.17,140318,,,A*40

$GPRMC,161659.000,A,3732.6005,N,12217.3995,W,32.84,223.70,140318,,,A*41

$GPRMC,161706.000,A,3732.5520,N,12217.4412,W,23.36,207.24,140318,,,A*40

$GPRMC,161713.000,A,3732.5240,N,12217.4567,W,7.47,205.93,140318,,,A*78

$GPRMC,161720.000,A,3732.5229,N,12217.4576,W,0.03,203.11,140318,,,A*7C

$GPRMC,161727.000,A,3732.5232,N,12217.4580,W,0.01,203.11,140318,,,A*7A

$GPRMC,161734.000,A,3732.5234,N,12217.4585,W,0.02,203.11,140318,,,A*78

$GPRMC,161741.000,A,3732.5235,N,12217.4585,W,0.15,203.11,140318,,,A*7D

$GPRMC,161748.000,A,3732.5237,N,12217.4586,W,0.02,203.11,140318,,,A*73

$GPRMC,161755.000,A,3732.5237,N,12217.4585,W,0.00,203.11,140318,,,A*7E

$GPRMC,161802.000,A,3732.5235,N,12217.4585,W,0.00,203.11,140318,,,A*71

$GPRMC,161809.000,A,3732.5236,N,12217.4585,W,0.00,203.11,140318,,,A*79

$GPRMC,161816.000,A,3732.5082,N,12217.4679,W,16.09,206.21,140318,,,A*42

$GPRMC,161823.000,A,3732.4641,N,12217.4970,W,27.89,215.47,140318,,,A*42

$GPRMC,161830.000,A,3732.4252,N,12217.5504,W,30.66,230.81,140318,,,A*42

$GPRMC,161837.000,A,3732.3877,N,12217.6121,W,31.65,232.49,140318,,,A*4B

$GPRMC,161844.000,A,3732.3491,N,12217.6739,W,30.25,232.03,140318,,,A*4F

$GPRMC,161851.000,A,3732.3125,N,12217.7324,W,29.61,231.43,140318,,,A*47

$GPRMC,161858.000,A,3732.2839,N,12217.7795,W,16.79,238.82,140318,,,A*44

$GPRMC,161905.000,A,3732.2937,N,12217.8068,W,15.25,293.36,140318,,,A*4C

$GPRMC,161912.000,A,3732.2920,N,12217.8324,W,7.84,244.43,140318,,,A*77

$GPRMC,161919.000,A,3732.2986,N,12217.8489,W,11.43,313.94,140318,,,A*45

$GPRMC,161926.000,A,3732.3206,N,12217.8632,W,10.04,353.38,140318,,,A*49

$GPRMC,161933.000,A,3732.3353,N,12217.8591,W,0.13,24.95,140318,,,A*45

$GPRMC,161940.000,A,3732.3346,N,12217.8595,W,0.05,24.95,140318,,,A*46

$GPRMC,161947.000,A,3732.3334,N,12217.8603,W,1.95,24.95,140318,,,A*40

$GPRMC,161954.000,A,3732.3329,N,12217.8581,W,0.32,51.15,140318,,,A*41

$GPRMC,162001.000,A,3732.3336,N,12217.8576,W,0.23,324.37,140318,,,A*7C

$GPRMC,162008.000,A,3732.3322,N,12217.8567,W,1.08,159.92,140318,,,A*7F

$GPRMC,162015.000,A,3732.3322,N,12217.8566,W,0.03,95.43,140318,,,A*45

$GPRMC,162022.000,A,3732.3313,N,12217.8575,W,2.58,231.93,140318,,,A*7C

$GPRMC,162029.000,A,3732.3292,N,12217.8607,W,1.78,192.59,140318,,,A*74

$GPRMC,162036.000,A,3732.3277,N,12217.8677,W,2.90,256.65,140318,,,A*77

$GPRMC,162043.000,A,3732.3268,N,12217.8745,W,2.91,254.09,140318,,,A*72

$GPRMC,162050.000,A,3732.3276,N,12217.8810,W,2.66,298.83,140318,,,A*7A

$GPRMC,162057.000,A,3732.3256,N,12217.8817,W,2.70,145.22,140318,,,A*77

$GPRMC,162104.000,A,3732.3209,N,12217.8772,W,2.85,136.68,140318,,,A*76

$GPRMC,162111.000,A,3732.3165,N,12217.8732,W,2.76,149.15,140318,,,A*71

$GPRMC,162118.000,A,3732.3128,N,12217.8706,W,1.47,238.14,140318,,,A*73

$GPRMC,162125.000,A,3732.3144,N,12217.8744,W,2.27,320.32,140318,,,A*78

$GPRMC,162132.000,A,3732.3173,N,12217.8781,W,1.78,315.30,140318,,,A*7E

$GPRMC,162139.000,A,3732.3182,N,12217.8788,W,0.37,269.36,140318,,,A*74

$GPRMC,162146.000,A,3732.3192,N,12217.8788,W,0.05,319.46,140318,,,A*7D

$GPRMC,162153.000,A,3732.3193,N,12217.8787,W,0.04,321.47,140318,,,A*7C

$GPRMC,162200.000,A,3732.3192,N,12217.8785,W,0.41,282.60,140318,,,A*76

