
$GPRMC,160644.000,A,3732.7339,N,12216.5106,W,0.04,172.80,150318,,,A*74

$GPRMC,160651.000,A,3732.7340,N,12216.5110,W,0.23,304.28,150318,,,A*7D

$GPRMC,160658.000,A,3732.7342,N,12216.5112,W,0.14,30.22,150318,,,A*4E

$GPRMC,160705.000,A,3732.7351,N,12216.5119,W,0.16,137.84,150318,,,A*76

$GPRMC,160712.000,A,3732.7355,N,12216.5128,W,0.04,86.28,150318,,,A*48

$GPRMC,160719.000,A,3732.7356,N,12216.5126,W,0.20,3.04,150318,,,A*7B

$GPRMC,160726.000,A,3732.7360,N,12216.5127,W,0.10,85.70,150318,,,A*4D

$GPRMC,160733.000,A,3732.7373,N,12216.5141,W,0.13,58.78,150318,,,A*40

$GPRMC,160740.000,A,3732.7386,N,12216.5150,W,0.19,47.18,150318,,,A*4C

$GPRMC,160747.000,A,3732.7388,N,12216.5150,W,0.41,292.50,150318,,,A*7E

$GPRMC,160754.000,A,3732.7391,N,12216.5155,W,0.12,294.49,150318,,,A*79

$GPRMC,160801.000,A,3732.7394,N,12216.5162,W,0.41,293.33,150318,,,A*7B

$GPRMC,160808.000,A,3732.7399,N,12216.5166,W,0.33,320.63,150318,,,A*72

$GPRMC,160815.000,A,3732.7403,N,12216.5169,W,0.25,324.51,150318,,,A*77

$GPRMC,160822.000,A,3732.7407,N,12216.5172,W,0.13,11.69,150318,,,A*46

$GPRMC,160829.000,A,3732.7408,N,12216.5174,W,0.14,252.82,150318,,,A*73

$GPRMC,160836.000,A,3732.7407,N,12216.5178,W,0.05,296.86,150318,,,A*72

$GPRMC,160843.000,A,3732.7407,N,12216.5180,W,0.04,340.21,150318,,,A*71

$GPRMC,160850.000,A,3732.7410,N,12216.5178,W,0.14,350.51,150318,,,A*75

$GPRMC,160857.000,A,3732.7411,N,12216.5179,W,0.24,316.56,150318,,,A*74

$GPRMC,160904.000,A,3732.7416,N,12216.5185,W,0.43,324.50,150318,,,A*71

$GPRMC,160911.000,A,3732.7422,N,12216.5189,W,0.34,348.58,150318,,,A*7C

$GPRMC,160918.000,A,3732.7428,N,12216.5192,W,0.28,349.54,150318,,,A*75

$GPRMC,160925.000,A,3732.7432,N,12216.5193,W,0.20,331.96,150318,,,A*78

$GPRMC,160932.000,A,3732.7434,N,12216.5197,W,0.37,263.93,150318,,,A*79

$GPRMC,160939.000,A,3732.7436,N,12216.5203,W,0.25,299.66,150318,,,A*72

$GPRMC,160946.000,A,3732.7440,N,12216.5206,W,0.17,341.22,150318,,,A*7B

$GPRMC,160954.000,A,3732.7442,N,12216.5209,W,0.22,2.09,150318,,,A*7E

$GPRMC,161001.000,A,3732.7445,N,12216.5210,W,0.39,349.02,150318,,,A*74

$GPRMC,161008.000,A,3732.7449,N,12216.5210,W,0.05,301.28,150318,,,A*7A

$GPRMC,161015.000,A,3732.7449,N,12216.5212,W,0.15,339.04,150318,,,A*70

$GPRMC,161022.000,A,3732.7453,N,12216.5212,W,0.19,14.16,150318,,,A*4C

$GPRMC,161029.000,A,3732.7456,N,12216.5209,W,0.16,5.24,150318,,,A*76

$GPRMC,161036.000,A,3732.7460,N,12216.5208,W,0.39,350.78,150318,,,A*7B

$GPRMC,161043.000,A,3732.7467,N,12216.5209,W,0.39,7.55,150318,,,A*71

$GPRMC,161050.000,A,3732.7472,N,12216.5210,W,0.17,35.41,150318,,,A*47

$GPRMC,161057.000,A,3732.7474,N,12216.5207,W,0.06,356.39,150318,,,A*79

$GPRMC,161104.000,A,3732.7471,N,12216.5206,W,0.15,140.16,150318,,,A*70

$GPRMC,161111.000,A,3732.7467,N,12216.5202,W,0.25,134.26,150318,,,A*74

$GPRMC,161118.000,A,3732.7460,N,12216.5198,W,0.36,156.91,150318,,,A*70

$GPRMC,161125.000,A,3732.7456,N,12216.5196,W,0.24,301.02,150318,,,A*7C

$GPRMC,161132.000,A,3732.7456,N,12216.5200,W,0.03,317.96,150318,,,A*79

$GPRMC,161139.000,A,3732.7457,N,12216.5200,W,0.24,274.13,150318,,,A*7F

$GPRMC,161146.000,A,3732.7454,N,12216.5207,W,0.36,245.95,150318,,,A*7C

$GPRMC,161153.000,A,3732.7453,N,12216.5213,W,0.22,278.96,150318,,,A*72

$GPRMC,161200.000,A,3732.7452,N,12216.5216,W,0.11,184.73,150318,,,A*78

$GPRMC,161207.000,A,3732.7447,N,12216.5213,W,0.42,156.90,150318,,,A*7A

$GPRMC,161214.000,A,3732.7452,N,12216.5195,W,0.26,137.77,150318,,,A*7D

$GPRMC,161221.000,A,3732.7427,N,12216.5197,W,0.48,150.95,150318,,,A*7E

$GPRMC,161228.000,A,3732.7419,N,12216.5191,W,0.40,152.61,150318,,,A*7D

$GPRMC,161235.000,A,3732.7412,N,12216.5185,W,0.59,134.77,150318,,,A*70

$GPRMC,161242.000,A,3732.7404,N,12216.5182,W,0.20,148.76,150318,,,A*74

$GPRMC,161249.000,A,3732.7401,N,12216.5179,W,0.37,187.54,150318,,,A*7B

$GPRMC,161256.000,A,3732.7397,N,12216.5178,W,0.04,33.77,150318,,,A*43

$GPRMC,161303.000,A,3732.7395,N,12216.5177,W,0.24,176.26,150318,,,A*79

$GPRMC,161310.000,A,3732.7395,N,12216.5176,W,0.17,34.60,150318,,,A*4F

$GPRMC,161317.000,A,3732.7393,N,12216.5175,W,0.24,180.02,150318,,,A*77

$GPRMC,161324.000,A,3732.7392,N,12216.5176,W,0.10,24.58,150318,,,A*42

$GPRMC,161331.000,A,3732.7389,N,12216.5173,W,0.23,146.57,150318,,,A*73

$GPRMC,161338.000,A,3732.7385,N,12216.5172,W,0.20,158.10,150318,,,A*78

$GPRMC,161345.000,A,3732.7384,N,12216.5172,W,0.09,212.28,150318,,,A*7E

$GPRMC,161352.000,A,3732.7383,N,12216.5171,W,0.12,144.78,150318,,,A*73

$GPRMC,161400.000,A,3732.7382,N,12216.5165,W,0.45,95.22,150318,,,A*47

$GPRMC,161407.000,A,3732.7384,N,12216.5159,W,0.04,229.78,150318,,,A*76

$GPRMC,161414.000,A,3732.7383,N,12216.5159,W,0.05,43.85,150318,,,A*4E

$GPRMC,161421.000,A,3732.7383,N,12216.5160,W,0.12,226.66,150318,,,A*78

$GPRMC,161428.000,A,3732.7381,N,12216.5160,W,0.10,126.09,150318,,,A*7B

$GPRMC,161435.000,A,3732.7380,N,12216.5160,W,0.12,133.52,150318,,,A*7E

$GPRMC,161442.000,A,3732.7379,N,12216.5158,W,0.22,69.34,150318,,,A*4E

$GPRMC,161449.000,A,3732.7378,N,12216.5155,W,0.15,11.81,150318,,,A*4C

$GPRMC,161456.000,A,3732.7379,N,12216.5154,W,0.23,52.53,150318,,,A*4F

$GPRMC,161503.000,A,3732.7378,N,12216.5153,W,0.08,293.11,150318,,,A*78

$GPRMC,161510.000,A,3732.7380,N,12216.5157,W,0.25,312.71,150318,,,A*78

$GPRMC,161517.000,A,3732.7382,N,12216.5159,W,0.14,46.05,150318,,,A*40

$GPRMC,161524.000,A,3732.7383,N,12216.5160,W,0.07,169.79,150318,,,A*7E

$GPRMC,161531.000,A,3732.7380,N,12216.5159,W,0.29,114.00,150318,,,A*7B

$GPRMC,161538.000,A,3732.7376,N,12216.5153,W,0.40,141.47,150318,,,A*7D

$GPRMC,161545.000,A,3732.7376,N,12216.5148,W,0.10,162.62,150318,,,A*7E

$GPRMC,161552.000,A,3732.7377,N,12216.5144,W,0.56,66.73,150318,,,A*42

$GPRMC,161559.000,A,3732.7388,N,12216.5159,W,0.24,235.78,150318,,,A*7F

$GPRMC,161606.000,A,3732.7389,N,12216.5155,W,0.06,326.39,150318,,,A*7D

$GPRMC,161613.000,A,3732.7388,N,12216.5156,W,1.19,255.20,150318,,,A*79

$GPRMC,161620.000,A,3732.7401,N,12216.5192,W,0.24,14.99,150318,,,A*4D

$GPRMC,161627.000,A,3732.7405,N,12216.5190,W,0.15,130.02,150318,,,A*7B

$GPRMC,161634.000,A,3732.7405,N,12216.5188,W,0.15,323.41,150318,,,A*77

$GPRMC,161641.000,A,3732.7406,N,12216.5187,W,0.17,25.28,150318,,,A*41

$GPRMC,161648.000,A,3732.7408,N,12216.5182,W,0.29,114.69,150318,,,A*78

$GPRMC,161655.000,A,3732.7407,N,12216.5181,W,0.04,341.56,150318,,,A*79

$GPRMC,161702.000,A,3732.7407,N,12216.5180,W,0.04,303.24,150318,,,A*78

$GPRMC,161709.000,A,3732.7407,N,12216.5180,W,0.06,15.78,150318,,,A*4C

$GPRMC,161716.000,A,3732.7407,N,12216.5180,W,0.01,76.50,150318,,,A*4A

$GPRMC,161723.000,A,3732.7407,N,12216.5181,W,0.01,145.15,150318,,,A*7D

$GPRMC,161730.000,A,3732.7407,N,12216.5181,W,0.02,267.56,150318,,,A*78

$GPRMC,161737.000,A,3732.7407,N,12216.5182,W,0.02,244.88,150318,,,A*7E

$GPRMC,161744.000,A,3732.7403,N,12216.5195,W,0.04,249.88,150318,,,A*73

$GPRMC,161751.000,A,3732.7402,N,12216.5207,W,0.03,248.62,150318,,,A*7C

$GPRMC,161758.000,A,3732.7403,N,12216.5207,W,0.02,331.80,150318,,,A*76

$GPRMC,161805.000,A,3732.7403,N,12216.5207,W,0.02,37.18,150318,,,A*45

$GPRMC,161812.000,A,3732.7403,N,12216.5208,W,0.01,254.20,150318,,,A*73

$GPRMC,161819.000,A,3732.7403,N,12216.5208,W,0.03,311.77,150318,,,A*78

$GPRMC,161820.000,A,3732.7403,N,12216.5208,W,0.01,308.65,150318$GPRMC,161827.000,A,3732.7404,N,12216.5208,W,0.04,6.14,

$GPRMC,161834.000,A,3732.7404,N,12216.5208,W,0.08,7.54,150318,,,A*7E

$GPRMC,161841.000,A,3732.7404,N,12216.5209,W,0.02,253.87,150318,,,A*7A

$GPRMC,161848.000,A,3732.7404,N,12216.5209,W,0.04,304.35,150318,,,A*7F

$GPRMC,161855.000,A,3732.7404,N,12216.5210,W,0.01,269.41,150318,,,A*77

$GPRMC,161902.000,A,3732.7404,N,12216.5210,W,0.07,280.48,150318,,,A*7C

$GPRMC,161909.000,A,3732.7404,N,12216.5211,W,0.33,267.16,150318,,,A*73

$GPRMC,161916.000,A,3732.7385,N,12216.5264,W,1.12,182.60,150318,,,A*7A

$GPRMC,161923.000,A,3732.7382,N,12216.5283,W,0.38,36.44,150318,,,D*46

$GPRMC,161930.000,A,3732.7379,N,12216.5285,W,0.13,98.87,150318,,,D*44

$GPRMC,161937.000,A,3732.7377,N,12216.5294,W,0.08,86.54,150318,,,D*46

$GPRMC,161944.000,A,3732.7377,N,12216.5296,W,0.02,151.90,150318,,,D*79

$GPRMC,161951.000,A,3732.7378,N,12216.5295,W,0.03,210.39,150318,,,D*75

$GPRMC,161958.000,A,3732.7378,N,12216.5293,W,0.01,133.14,150318,,,D*75

$GPRMC,162005.000,A,3732.7379,N,12216.5293,W,0.01,2.69,150318,,,D*7F

$GPRMC,162012.000,A,3732.7379,N,12216.5293,W,0.02,229.51,150318,,,D*7A

$GPRMC,162019.000,A,3732.7379,N,12216.5294,W,0.02,302.25,150318,,,D*7D

$GPRMC,162026.000,A,3732.7380,N,12216.5296,W,0.03,219.49,150318,,,D*75

$GPRMC,162033.000,A,3732.7380,N,12216.5296,W,0.03,59.05,150318,,,D*4F

$GPRMC,162040.000,A,3732.7380,N,12216.5296,W,0.01,18.81,150318,,,D*40

$GPRMC,162047.000,A,3732.7380,N,12216.5296,W,0.03,127.98,150318,,,D*70

$GPRMC,162054.000,A,3732.7380,N,12216.5296,W,0.02,33.99,150318,,,D*46

$GPRMC,162101.000,A,3732.7380,N,12216.5296,W,0.03,321.91,150318,,,D*7E

$GPRMC,162108.000,A,3732.7382,N,12216.5296,W,0.01,63.36,150318,,,D*4F

$GPRMC,162115.000,A,3732.7382,N,12216.5296,W,0.02,334.90,150318,,,D*7D

$GPRMC,162122.000,A,3732.7382,N,12216.5296,W,0.01,269.84,150318,,,D*76

$GPRMC,162129.000,A,3732.7379,N,12216.5305,W,1.20,254.77,150318,,,D*72

$GPRMC,162136.000,A,3732.7365,N,12216.5340,W,1.72,343.55,150318,,,D*70

$GPRMC,162143.000,A,3732.7458,N,12216.5551,W,12.41,297.96,150318,,,D*48

$GPRMC,162150.000,A,3732.7565,N,12216.5668,W,7.70,3.32,150318,,,D*7B

$GPRMC,162157.000,A,3732.7806,N,12216.5498,W,19.80,30.84,150318,,,D*74

$GPRMC,162204.000,A,3732.8203,N,12216.5238,W,25.32,25.37,150318,,,D*77

$GPRMC,162211.000,A,3732.8653,N,12216.5121,W,22.71,357.95,150318,,,D*47

$GPRMC,162218.000,A,3732.9075,N,12216.5308,W,24.50,326.82,150318,,,D*41

$GPRMC,162225.000,A,3732.9405,N,12216.5729,W,24.90,306.79,150318,,,D*41

$GPRMC,162232.000,A,3732.9723,N,12216.6250,W,27.01,306.63,150318,,,D*48

$GPRMC,162239.000,A,3733.0057,N,12216.6799,W,28.02,305.91,150318,,,D*4D

$GPRMC,162246.000,A,3733.0389,N,12216.7258,W,22.41,323.44,150318,,,D*4D

$GPRMC,162253.000,A,3733.0730,N,12216.7408,W,14.50,353.18,150318,,,D*47

$GPRMC,162300.000,A,3733.0854,N,12216.7379,W,1.90,16.18,150318,,,D*46

$GPRMC,162307.000,A,3733.0920,N,12216.7401,W,9.29,301.93,150318,,,D*77

$GPRMC,162314.000,A,3733.1023,N,12216.7780,W,17.55,293.95,150318,,,D*4C

$GPRMC,162321.000,A,3733.1149,N,12216.8024,W,5.18,308.80,150318,,,D*7C

$GPRMC,162328.000,A,3733.1170,N,12216.8057,W,0.31,308.80,150318,,,D*75

$GPRMC,162335.000,A,3733.1208,N,12216.8320,W,14.83,231.23,150318,,,D*48

$GPRMC,162342.000,A,3733.0853,N,12216.8711,W,29.66,219.13,150318,,,D*47

$GPRMC,162349.000,A,3733.0311,N,12216.9243,W,37.20,218.03,150318,,,D*4F

$GPRMC,162356.000,A,3732.9739,N,12216.9816,W,37.44,216.90,150318,,,D*4B

$GPRMC,162403.000,A,3732.9055,N,12217.0195,W,37.36,197.92,150318,,,D*46

$GPRMC,162410.000,A,3732.8437,N,12217.0427,W,22.21,199.72,150318,,,D*4B

$GPRMC,162417.000,A,3732.8246,N,12217.0502,W,4.48,207.34,150318,,,D*77

$GPRMC,162424.000,A,3732.8237,N,12217.0504,W,0.05,206.47,150318,,,D*7F

$GPRMC,162431.000,A,3732.8237,N,12217.0508,W,0.00,206.47,150318,,,D*72

$GPRMC,162438.000,A,3732.8237,N,12217.0508,W,0.00,206.47,150318,,,D*7B

$GPRMC,162445.000,A,3732.8233,N,12217.0509,W,3.95,204.76,150318,,,D*7B

$GPRMC,162452.000,A,3732.8008,N,12217.0739,W,20.55,228.20,150318,,,D*46

$GPRMC,162459.000,A,3732.7722,N,12217.1211,W,27.16,234.66,150318,,,D*4C

$GPRMC,162506.000,A,3732.7401,N,12217.1751,W,27.65,234.47,150318,,,D*43

$GPRMC,162513.000,A,3732.7105,N,12217.2267,W,22.80,236.82,150318,,,D*40

$GPRMC,162520.000,A,3732.6839,N,12217.2754,W,26.17,236.31,150318,,,D*40

$GPRMC,162527.000,A,3732.6533,N,12217.3243,W,26.76,231.72,150318,,,D*45

$GPRMC,162534.000,A,3732.6141,N,12217.3834,W,33.78,225.96,150318,,,D*49

$GPRMC,162541.000,A,3732.5621,N,12217.4335,W,32.03,211.32,150318,,,D*40

$GPRMC,162548.000,A,3732.5058,N,12217.4674,W,31.62,205.25,150318,,,D*46

$GPRMC,162555.000,A,3732.4538,N,12217.5068,W,30.78,222.41,150318,,,D*4F

$GPRMC,162602.000,A,3732.4145,N,12217.5661,W,32.62,231.54,150318,,,D*40

$GPRMC,162609.000,A,3732.3769,N,12217.6252,W,29.43,231.19,150318,,,D*43

$GPRMC,162616.000,A,3732.3427,N,12217.6765,W,25.68,229.25,150318,,,D*46

$GPRMC,162623.000,A,3732.3150,N,12217.7179,W,20.69,231.29,150318,,,D*4E

$GPRMC,162630.000,A,3732.2910,N,12217.7590,W,19.42,235.95,150318,,,D*42

$GPRMC,162637.000,A,3732.2911,N,12217.7916,W,13.15,303.77,150318,,,D*46

$GPRMC,162644.000,A,3732.2964,N,12217.8259,W,13.83,247.13,150318,,,D*43

$GPRMC,162651.000,A,3732.2980,N,12217.8502,W,13.59,311.46,150318,,,D*41

$GPRMC,162658.000,A,3732.3253,N,12217.8683,W,14.34,357.43,150318,,,D*4D

$GPRMC,162705.000,A,3732.3442,N,12217.8602,W,7.04,359.76,150318,,,D*72

$GPRMC,162712.000,A,3732.3531,N,12217.8677,W,5.25,323.87,150318,,,D*71

$GPRMC,162719.000,A,3732.3653,N,12217.8644,W,8.67,24.28,150318,,,D*47

$GPRMC,162726.000,A,3732.3721,N,12217.8672,W,5.33,258.43,150318,,,D*72

$GPRMC,162733.000,A,3732.3606,N,12217.8871,W,8.37,234.48,150318,,,D*77

$GPRMC,162740.000,A,3732.3529,N,12217.8962,W,1.97,199.53,150318,,,D*73

$GPRMC,162747.000,A,3732.3480,N,12217.8927,W,5.51,144.34,150318,,,D*78

$GPRMC,162754.000,A,3732.3394,N,12217.8826,W,3.59,126.01,150318,,,D*74

$GPRMC,162801.000,A,3732.3401,N,12217.8756,W,3.15,42.21,150318,,,D*41

$GPRMC,162808.000,A,3732.3411,N,12217.8748,W,0.00,42.21,150318,,,D*41

$GPRMC,162815.000,A,3732.3412,N,12217.8752,W,0.01,42.21,150318,,,D*44

$GPRMC,162822.000,A,3732.3411,N,12217.8752,W,0.01,42.21,150318,,,D*43

$GPRMC,162829.000,A,3732.3409,N,12217.8754,W,2.40,42.21,150318,,,D*40

$GPRMC,162836.000,A,3732.3357,N,12217.8783,W,2.50,199.25,150318,,,D*7A

$GPRMC,162843.000,A,3732.3313,N,12217.8816,W,2.49,208.32,150318,,,D*7E

$GPRMC,162850.000,A,3732.3278,N,12217.8838,W,1.59,173.02,150318,,,D*72

$GPRMC,162857.000,A,3732.3247,N,12217.8815,W,1.68,142.55,150318,,,D*74

$GPRMC,162904.000,A,3732.3205,N,12217.8784,W,2.74,137.53,150318,,,D*78

$GPRMC,162911.000,A,3732.3163,N,12217.8747,W,2.14,137.81,150318,,,D*79

$GPRMC,162918.000,A,3732.3125,N,12217.8713,W,2.29,144.33,150318,,,D*70

$GPRMC,162925.000,A,3732.3116,N,12217.8722,W,0.56,294.27,150318,,,D*7D

$GPRMC,162932.000,A,3732.3106,N,12217.8714,W,1.51,162.59,150318,,,D*7A

$GPRMC,162939.000,A,3732.3088,N,12217.8694,W,1.62,155.71,150318,,,D*71

$GPRMC,162946.000,A,3732.3071,N,12217.8676,W,1.01,166.66,150318,,,D*70

$GPRMC,162953.000,A,3732.3064,N,12217.8670,W,0.11,177.74,150318,,,D*75

$GPRMC,163001.000,A,3732.3066,N,12217.8671,W,0.39,177.74,150318,,,D*73

$GPRMC,163008.000,A,3732.3065,N,12217.8670,W,0.09,177.74,150318,,,D*7B

$GPRMC,163015.000,A,3732.3065,N,12217.8668,W,0.13,177.74,150318,,,D*75

$GPRMC,163022.000,A,3732.3066,N,12217.8665,W,0.14,177.74,150318,,,D*78

$GPRMC,163029.000,A,3732.3065,N,12217.8667,W,0.06,177.74,150318,,,D*71

$GPRMC,163036.000,A,3732.3066,N,12217.8666,W,0.07,177.74,150318,,,D*7C

$GPRMC,163043.000,A,3732.3066,N,12217.8665,W,0.21,177.74,150318,,,D*79

$GPRMC,163050.000,A,3732.3068,N,12217.8664,W,0.04,177.74,150318,,,D*73

$GPRMC,163057.000,A,3732.3067,N,12217.8664,W,0.06,177.74,150318,,,D*79

$GPRMC,163104.000,A,3732.3066,N,12217.8663,W,0.05,177.74,150318,,,D*7B

$GPRMC,163111.000,A,3732.3067,N,12217.8662,W,0.05,177.74,150318,,,D*7F

$GPRMC,163118.000,A,3732.3066,N,12217.8661,W,0.03,177.74,150318,,,D*72

$GPRMC,163125.000,A,3732.3066,N,12217.8660,W,0.06,177.74,150318,,,D*78

$GPRMC,163132.000,A,3732.3066,N,12217.8660,W,0.07,177.74,150318,,,D*7F

$GPRMC,163139.000,A,3732.3066,N,12217.8658,W,0.06,177.74,150318,,,D*7E

$GPRMC,163146.000,A,3732.3066,N,12217.8657,W,0.04,177.74,150318,,,D*7B

$GPRMC,163153.000,A,3732.3066,N,12217.8657,W,0.02,177.74,150318,,,D*79

$GPRMC,163200.000,A,3732.3066,N,12217.8658,W,0.04,177.74,150318,,,D*75

$GPRMC,163207.000,A,3732.3065,N,12217.8657,W,0.07,177.74,150318,,,D*7D

$GPRMC,163214.000,A,3732.3065,N,12217.8656,W,0.03,177.74,150318,,,D*7A

$GPRMC,163221.000,A,3732.3065,N,12217.8656,W,0.04,177.74,150318,,,D*7B

$GPRMC,163228.000,A,3732.3065,N,12217.8656,W,0.03,177.74,150318,,,D*75

$GPRMC,163235.000,A,3732.3064,N,12217.8655,W,0.06,177.74,150318,,,D*7E

$GPRMC,163242.000,A,3732.3063,N,12217.8654,W,0.03,177.74,150318,,,D*7D

$GPRMC,163249.000,A,3732.3063,N,12217.8653,W,0.02,177.74,150318,,,D*70

$GPRMC,163256.000,A,3732.3062,N,12217.8653,W,0.11,177.74,150318,,,D*7D

$GPRMC,163303.000,A,3732.3062,N,12217.8652,W,0.06,177.74,150318,,,D*7B

$GPRMC,163310.000,A,3732.3062,N,12217.8652,W,0.04,177.74,150318,,,D*7B

$GPRMC,163317.000,A,3732.3061,N,12217.8651,W,0.03,177.74,150318,,,D*7B

$GPRMC,163324.000,A,3732.3061,N,12217.8650,W,0.06,177.74,150318,,,D*7F

$GPRMC,163331.000,A,3732.3061,N,12217.8650,W,0.03,177.74,150318,,,D*7E

$GPRMC,163338.000,A,3732.3061,N,12217.8649,W,0.14,177.74,150318,,,D*79

