date,time,latitude,longitude,speed,description
130318,172117,37.4241,-122.1661,,<h1>Stanford</h1> <p>Nice</p>
130318,172117.000,37.5457,-122.275395,0.16
130318,172124.000,37.5456983333,-122.275433333,0.06
130318,172131.000,37.5456966667,-122.275418333,0.23
130318,172138.000,37.5456983333,-122.275391667,0.13
130318,172145.000,37.545695,-122.275381667,0.18
130318,172153.000,37.5457033333,-122.275371667,0.29
130318,172200.000,37.54571,-122.27537,0.62
130318,172207.000,37.5457183333,-122.275371667,0.16
130318,172214.000,37.5457166667,-122.27533,1.09
130318,172221.000,37.5457183333,-122.275336667,0.45
130318,172228.000,37.5457183333,-122.275345,0.05
130318,172235.000,37.5457233333,-122.275346667,0.22
130318,172242.000,37.5457283333,-122.275346667,0.17
130318,172249.000,37.5457283333,-122.275346667,0.02
130318,172257.000,37.5457283333,-122.275346667,0.02
130318,172304.000,37.5457283333,-122.275346667,0.01
130318,172311.000,37.5457283333,-122.275346667,0.02
130318,172318.000,37.5457283333,-122.275346667,0.01
130318,172325.000,37.5457283333,-122.275346667,0.03
130318,172332.000,37.5457283333,-122.275346667,0.02
130318,172339.000,37.5457283333,-122.275346667,0.03
130318,172346.000,37.545725,-122.275358333,0.56
130318,172353.000,37.5457166667,-122.275376667,0.83
130318,172400.000,37.545685,-122.275426667,0.92
130318,172407.000,37.5456616667,-122.275431667,0.20
130318,172414.000,37.5456633333,-122.275435,0.32
130318,172421.000,37.5456666667,-122.275431667,0.10
130318,172428.000,37.5456683333,-122.275428333,0.24
130318,172435.000,37.54566,-122.275428333,0.22
130318,172449.000,37.54566,-122.275423333,0.18
130318,172456.000,37.5456616667,-122.275423333,0.17
130318,172503.000,37.5456583333,-122.27542,0.29
130318,172510.000,37.5456566667,-122.275415,0.06
130318,172517.000,37.54566,-122.275408333,0.42
130318,172524.000,37.5456616667,-122.275395,0.31
130318,172531.000,37.545665,-122.275371667,0.40
130318,172538.000,37.5456616667,-122.275355,0.25
130318,172545.000,37.545665,-122.275351667,0.29
130318,172552.000,37.54566,-122.27535,0.29
130318,172559.000,37.5456383333,-122.27541,1.93
130318,172606.000,37.545575,-122.275473333,0.55
130318,172613.000,37.545625,-122.275573333,5.48
130318,172620.000,37.5457333333,-122.275858333,6.88
130318,172627.000,37.54592,-122.276023333,8.44
130318,172634.000,37.5463066667,-122.2758,14.26
130318,172641.000,37.5468033333,-122.275495,18.00
130318,172648.000,37.547345,-122.275205,17.59
130318,172655.000,37.5479266667,-122.275191667,19.56
130318,172702.000,37.54851,-122.275516667,18.33
130318,172709.000,37.548905,-122.276026667,18.12
130318,172716.000,37.5493066667,-122.276678333,21.16
130318,172723.000,37.5497133333,-122.277328333,20.22
130318,172730.000,37.5500416667,-122.277925,17.46
130318,172737.000,37.55042,-122.27852,20.09
130318,172744.000,37.5509716667,-122.278908333,18.25
130318,172758.000,37.55157,-122.279088333,12.42
130318,172805.000,37.5517683333,-122.279798333,19.48
130318,172812.000,37.552045,-122.280408333,14.24
130318,172819.000,37.5516083333,-122.281021667,28.08
130318,172826.000,37.5508166667,-122.281806667,32.16
130318,172833.000,37.5500016667,-122.282588333,30.58
130318,172840.000,37.5491683333,-122.283286667,31.26
130318,172847.000,37.5481233333,-122.283706667,34.75
130318,172854.000,37.5470933333,-122.284105,31.87
130318,172901.000,37.546475,-122.284715,15.15
130318,172908.000,37.5464133333,-122.284835,0.03
130318,172915.000,37.546415,-122.28484,0.02
130318,172922.000,37.546415,-122.284841667,0.01
130318,172929.000,37.5464166667,-122.284843333,0.00
130318,172936.000,37.5464116667,-122.284838333,0.00
130318,172943.000,37.5464116667,-122.284838333,0.01
130318,172950.000,37.5463733333,-122.28491,9.73
130318,172957.000,37.5460433333,-122.285486667,23.61
130318,173004.000,37.5455,-122.286411667,31.29
130318,173011.000,37.5449683333,-122.287338333,26.53
130318,173018.000,37.5445083333,-122.288185,22.24
130318,173025.000,37.5441683333,-122.288918333,19.52
130318,173032.000,37.5446383333,-122.289431667,20.27
130318,173039.000,37.54478,-122.288661667,22.05
130318,173046.000,37.5440166667,-122.28782,34.36
130318,173053.000,37.543225,-122.286983333,26.80
130318,173100.000,37.5426833333,-122.286463333,12.44
130318,173107.000,37.5424733333,-122.286248333,3.85
130318,173114.000,37.54234,-122.286101667,11.09
130318,173121.000,37.5420816667,-122.28585,11.69
130318,173128.000,37.5416683333,-122.285451667,19.26
130318,173135.000,37.5410816667,-122.284915,26.22
130318,173142.000,37.540265,-122.284115,35.01
130318,173149.000,37.539275,-122.283188333,37.97
130318,173156.000,37.5382633333,-122.282263333,38.20
130318,173203.000,37.5372366667,-122.281316667,38.10
130318,173210.000,37.5362033333,-122.280356667,40.30
130318,173217.000,37.5351483333,-122.279388333,40.04
130318,173224.000,37.5340816667,-122.278411667,41.45
130318,173231.000,37.5329516667,-122.277365,44.42
130318,173238.000,37.5318166667,-122.276316667,43.14
130318,173245.000,37.5306883333,-122.275223333,42.50
130318,173252.000,37.5296433333,-122.274108333,43.55
130318,173259.000,37.528585,-122.272891667,45.73
130318,173306.000,37.5274566667,-122.271608333,46.09
130318,173313.000,37.526345,-122.270333333,46.56
130318,173320.000,37.52519,-122.26905,47.20
130318,173327.000,37.52401,-122.267721667,48.66
130318,173334.000,37.522865,-122.26645,45.74
130318,173341.000,37.5217783333,-122.265221667,45.18
130318,173348.000,37.5206616667,-122.263951667,47.31
130318,173355.000,37.5195116667,-122.26266,47.39
130318,173402.000,37.518365,-122.261348333,48.44
130318,173409.000,37.5171866667,-122.260013333,49.49
130318,173416.000,37.5159933333,-122.25867,47.48
130318,173423.000,37.514895,-122.257416667,44.91
130318,173430.000,37.5137583333,-122.256158333,47.03
130318,173437.000,37.5126433333,-122.254873333,46.80
130318,173444.000,37.5114666667,-122.253555,47.89
130318,173451.000,37.5103316667,-122.252265,46.09
130318,173458.000,37.5092333333,-122.251041667,44.54
130318,173505.000,37.50819,-122.249863333,41.24
